# Time	G_on.ParticleNumber	G_off.ParticleNumber	Prot.ParticleNumber	
30.0489	1	0	18	
30.2102	1	0	17	
31.7509	1	0	18	
32.0488	1	0	19	
32.9523	1	0	20	
34.2791	1	0	19	
34.4491	1	0	18	
34.5488	0	1	18	
35.0239	0	1	17	
38.5857	1	0	17	
40.1785	1	0	18	
41.3863	1	0	17	
41.425	1	0	18	
42.1106	1	0	17	
42.6439	1	0	16	
42.8128	1	0	17	
43.7609	1	0	18	
43.934	1	0	19	
44.0298	1	0	18	
44.1428	1	0	19	
45.0129	1	0	18	
45.7046	1	0	17	
46.4073	1	0	16	
50.6025	1	0	15	
52.1583	1	0	16	
52.8797	1	0	17	
52.8908	1	0	18	
53.0932	1	0	19	
53.5572	1	0	20	
55.4838	1	0	21	
55.56	1	0	22	
56.926	1	0	23	
58.7862	1	0	24	
59.4703	1	0	25	
60.558	1	0	26	
60.5747	1	0	25	
61.7582	1	0	26	
61.9514	1	0	25	
61.9821	1	0	26	
62.1352	0	1	26	
64.4586	1	0	26	
64.9287	1	0	27	
66.7787	1	0	28	
66.7915	1	0	29	
67.1856	1	0	28	
67.1958	1	0	29	
69.5848	1	0	28	
69.6299	1	0	27	
69.7286	0	1	27	
75.1088	0	1	26	
76.4399	0	1	25	
76.6968	0	1	24	
77.9343	0	1	23	
78.1466	0	1	22	
78.3912	0	1	21	
78.784	0	1	20	
80.402	0	1	19	
85.4006	0	1	18	
86.7264	0	1	17	
87.7118	1	0	17	
90.9847	1	0	16	
91.2169	1	0	17	
91.2809	1	0	18	
91.5714	1	0	19	
91.7978	1	0	20	
92.4805	1	0	21	
92.5377	1	0	20	
92.9367	1	0	19	
93.899	1	0	20	
94.0487	1	0	19	
95.188	1	0	20	
96.5596	1	0	21	
96.7956	1	0	20	
98.5705	0	1	20	
101.539	0	1	19	
102.452	0	1	18	
108.189	0	1	17	
108.68	1	0	17	
109.5	1	0	18	
110.588	1	0	19	
112.98	1	0	20	
114.172	1	0	21	
114.456	1	0	20	
115.937	1	0	21	
116.632	1	0	22	
117.19	1	0	23	
118.363	1	0	24	
118.482	1	0	23	
119.115	1	0	24	
119.603	1	0	23	
120.176	1	0	22	
125.386	1	0	23	
126.898	1	0	24	
127.29	1	0	25	
127.577	1	0	26	
127.653	1	0	27	
127.716	1	0	26	
128.337	1	0	25	
128.714	1	0	24	
128.956	1	0	25	
130.128	1	0	26	
130.336	1	0	27	
130.528	1	0	26	
130.895	1	0	25	
130.996	1	0	26	
131.363	1	0	25	
132.508	1	0	26	
132.73	1	0	25	
133.153	1	0	24	
133.554	1	0	23	
134.4	1	0	24	
136.033	1	0	25	
136.123	1	0	26	
136.149	0	1	26	
138.969	0	1	25	
140.607	0	1	24	
143.573	0	1	23	
146.469	0	1	22	
147.317	0	1	21	
148.008	0	1	20	
149.401	0	1	19	
152.614	0	1	18	
152.878	0	1	17	
167.619	0	1	16	
167.76	0	1	15	
168.307	0	1	14	
172.132	0	1	13	
173.136	0	1	12	
174.021	0	1	11	
177.42	0	1	10	
180.225	1	0	10	
180.795	1	0	11	
181.754	1	0	12	
182.088	1	0	11	
182.899	0	1	11	
190.992	1	0	11	
191.001	1	0	12	
191.09	1	0	11	
191.196	1	0	12	
191.366	1	0	13	
191.662	1	0	14	
